"type","year","jul","hm","airt","rh","dewp","prec","slrr","parr","netr","bar","wspd","wres","wdir","wdev","gspd","s10t","date","time","dt"
101,2014,128,845,14.54,42.15,1.822,0,420.3,881,245.3,1016,1.709,1.615,237.7,18.93,3.724,9.62,"2014-05-08","08:45:00",(14-05-08 08:45:00)
101,2014,128,900,14.04,45.14,2.343,0,373.2,792,218.5,1016,1.543,1.406,241.1,24.16,3.528,9.62,"2014-05-08","09:00:00",(14-05-08 09:00:00)
101,2014,128,915,14.33,45.52,2.718,0,594.7,1249,344.5,1016,1.467,1.119,245.3,39.44,2.842,9.62,"2014-05-08","09:15:00",(14-05-08 09:15:00)
101,2014,128,930,15.27,42.24,2.52,0,574.3,1215,341.3,1016,1.416,1.139,212.9,35.39,3.234,9.63,"2014-05-08","09:30:00",(14-05-08 09:30:00)
101,2014,128,945,15.75,41.79,2.804,0,602.6,1270,360.3,1016,1.883,1.486,212.2,37.2,4.018,9.65,"2014-05-08","09:45:00",(14-05-08 09:45:00)
101,2014,128,1000,15.29,40.97,2.109,0,565.6,1185,362.2,1016,2.463,2.249,203.5,23.88,5.39,9.67,"2014-05-08","10:00:00",(14-05-08 10:00:00)
101,2014,128,1015,15.61,39.8,1.984,0,535.1,1122,329.5,1016,1.495,1.233,172,33.58,3.724,9.7,"2014-05-08","10:15:00",(14-05-08 10:15:00)
101,2014,128,1030,16.16,38.43,1.985,0,552.5,1159,340,1016,1.726,1.3,175.3,40.26,3.528,9.74,"2014-05-08","10:30:00",(14-05-08 10:30:00)
101,2014,128,1045,16.37,40.09,2.768,0,558.2,1169,344.1,1016,1.972,1.653,203.5,32.51,4.214,9.78,"2014-05-08","10:45:00",(14-05-08 10:45:00)
101,2014,128,1100,16.64,39.15,2.67,0,544.7,1132,321.9,1016,1.963,1.665,205.4,31.4,4.606,9.82,"2014-05-08","11:00:00",(14-05-08 11:00:00)
101,2014,128,1115,16.7,39.94,3.012,0,612.4,1274,389,1016,1.967,1.591,215.9,35.41,5.194,9.87,"2014-05-08","11:15:00",(14-05-08 11:15:00)
101,2014,128,1130,17.07,41.25,3.801,0,683.5,1417,421,1016,1.852,1.471,227,35.84,4.214,9.93,"2014-05-08","11:30:00",(14-05-08 11:30:00)
101,2014,128,1145,17.55,41.38,4.273,0,901,1875,583.2,1016,2.268,1.777,232.7,37.69,4.704,9.99,"2014-05-08","11:45:00",(14-05-08 11:45:00)
101,2014,128,1200,17.94,40.21,4.219,0,908,1883,582.3,1015,2.355,1.977,226.6,32.39,5.978,10.05,"2014-05-08","12:00:00",(14-05-08 12:00:00)
101,2014,128,1215,17.62,42.86,4.844,0,845,1782,527.4,1015,2.681,2.162,210.7,35.64,4.704,10.11,"2014-05-08","12:15:00",(14-05-08 12:15:00)
101,2014,128,1230,17.49,46.29,5.84,0,901,1870,573.1,1015,2.082,1.773,225.2,30.75,4.9,10.18,"2014-05-08","12:30:00",(14-05-08 12:30:00)
101,2014,128,1245,18.09,46.68,6.502,0,832,1718,520.4,1015,1.792,1.283,236.6,43.11,4.312,10.25,"2014-05-08","12:45:00",(14-05-08 12:45:00)
101,2014,128,1300,18.65,45.49,6.636,0,858,1774,537.9,1015,1.821,1.213,242,46.53,4.116,10.33,"2014-05-08","13:00:00",(14-05-08 13:00:00)
101,2014,128,1315,18.45,44.83,6.246,0,846,1745,507.8,1015,2.385,1.136,205.6,58.6,5.292,10.42,"2014-05-08","13:15:00",(14-05-08 13:15:00)
101,2014,128,1330,18.84,44.37,6.448,0,750,1553,436,1014,2.264,1.354,224.3,51.35,5.292,10.51,"2014-05-08","13:30:00",(14-05-08 13:30:00)
101,2014,128,1345,18.85,44.59,6.536,0,740,1527,433.9,1014,2.169,1.922,217.9,27.29,4.41,10.6,"2014-05-08","13:45:00",(14-05-08 13:45:00)
101,2014,128,1400,18.92,44.47,6.558,0,801,1641,490.5,1014,2.544,2.327,233.4,23.68,5.39,10.7,"2014-05-08","14:00:00",(14-05-08 14:00:00)
101,2014,128,1415,19.16,44.9,6.918,0,719,1482,422.7,1014,1.957,1.49,207,39.58,5.194,10.8,"2014-05-08","14:15:00",(14-05-08 14:15:00)
101,2014,128,1430,18.87,45.62,6.885,0,732,1506,440.3,1014,2.694,2.423,220.6,25.67,5.194,10.9,"2014-05-08","14:30:00",(14-05-08 14:30:00)
101,2014,128,1445,18.92,45.88,7.01,0,678.8,1402,390.2,1014,2.092,1.84,226.8,27.86,4.312,11,"2014-05-08","14:45:00",(14-05-08 14:45:00)
101,2014,128,1500,18.83,47.35,7.39,0,629.1,1302,361.2,1013,2.134,1.913,209.3,26.01,5.782,11.1,"2014-05-08","15:00:00",(14-05-08 15:00:00)
101,2014,128,1515,18.41,51.74,8.31,0,564,1172,327.3,1013,2.954,2.606,233.2,27.8,6.076,11.2,"2014-05-08","15:15:00",(14-05-08 15:15:00)
101,2014,128,1530,18.03,55.64,9.04,0,439.3,928,231.4,1013,2.54,2.177,216.3,30.61,6.076,11.29,"2014-05-08","15:30:00",(14-05-08 15:30:00)
101,2014,128,1545,17.98,58.03,9.62,0,476.6,995,242.5,1013,2.782,2.363,232.8,31.4,7.15,11.38,"2014-05-08","15:45:00",(14-05-08 15:45:00)
101,2014,128,1600,17.48,60.26,9.71,0,460.9,958,228.9,1013,2.858,2.527,200.3,27.57,5.978,11.47,"2014-05-08","16:00:00",(14-05-08 16:00:00)
101,2014,128,1615,17.66,59.72,9.75,0,425.4,881,213.1,1013,2.277,1.997,222.7,28.41,5.586,11.55,"2014-05-08","16:15:00",(14-05-08 16:15:00)
101,2014,128,1630,17.29,62.08,9.98,0,337.3,704,147.5,1013,2.669,2.247,233.1,32.14,6.37,11.63,"2014-05-08","16:30:00",(14-05-08 16:30:00)
101,2014,128,1645,16.33,66.23,10.03,0,267.1,558.5,105.6,1013,2.641,2.391,232.1,24.96,6.37,11.7,"2014-05-08","16:45:00",(14-05-08 16:45:00)
101,2014,128,1700,16.52,65.73,10.1,0,354.3,710,158.3,1013,2.171,1.904,244.9,28.36,6.566,11.76,"2014-05-08","17:00:00",(14-05-08 17:00:00)
101,2014,128,1715,16.37,65.52,9.91,0,256.7,516.2,85.1,1014,2.377,2.137,199.3,25.76,5.586,11.82,"2014-05-08","17:15:00",(14-05-08 17:15:00)
101,2014,128,1730,16.01,66.38,9.76,0,184.1,372.6,42.81,1014,2.465,2.157,210.8,28.63,5.096,11.87,"2014-05-08","17:30:00",(14-05-08 17:30:00)
101,2014,128,1745,15.71,67.92,9.82,0,133.6,269.9,17.23,1014,2.186,1.945,199.2,26.72,4.606,11.92,"2014-05-08","17:45:00",(14-05-08 17:45:00)
101,2014,128,1800,15.3,70.3,9.95,0,89.9,183.4,6.722,1014,2.491,2.367,174.5,18.07,5.096,11.96,"2014-05-08","18:00:00",(14-05-08 18:00:00)
101,2014,128,1815,14.95,72.5,10.06,0,45.17,104.3,-26.2,1014,1.993,1.806,175.3,24.81,4.704,11.99,"2014-05-08","18:15:00",(14-05-08 18:15:00)
101,2014,128,1830,14.49,74.9,10.12,0,35.17,73.2,-28.65,1014,1.764,1.587,187.3,25.65,4.018,12.01,"2014-05-08","18:30:00",(14-05-08 18:30:00)
101,2014,128,1845,13.93,78,10.17,0,16.71,35.2,-43.79,1015,1.767,1.569,233.5,27.12,4.116,12.03,"2014-05-08","18:45:00",(14-05-08 18:45:00)
101,2014,128,1900,13.21,81.6,10.14,0,3.663,9.83,-55.33,1015,1.866,1.707,233.3,23.66,4.606,12.04,"2014-05-08","19:00:00",(14-05-08 19:00:00)
101,2014,128,1915,12.66,84.3,10.08,0,0.342,1.622,-58.55,1015,1.694,1.518,223.5,26.06,4.018,12.06,"2014-05-08","19:15:00",(14-05-08 19:15:00)
101,2014,128,1930,12.25,85.9,9.98,0,0,0.092,-57.56,1015,1.321,1.172,209.6,27.22,3.626,12.06,"2014-05-08","19:30:00",(14-05-08 19:30:00)
101,2014,128,1945,11.98,86.9,9.88,0,0,0.034,-55.61,1016,1.379,1.23,207.3,26.56,3.332,12.06,"2014-05-08","19:45:00",(14-05-08 19:45:00)
101,2014,128,2000,11.71,87.8,9.76,0,0,0.036,-52.46,1016,1.133,1.017,198.6,25.89,2.548,12.05,"2014-05-08","20:00:00",(14-05-08 20:00:00)
101,2014,128,2015,11.46,88.6,9.64,0,0,0.035,-46.3,1016,0.962,0.86,188.4,26.39,2.744,12.05,"2014-05-08","20:15:00",(14-05-08 20:15:00)
101,2014,128,2030,11.39,89.1,9.66,0,0,0.042,-42.9,1016,1.186,1.063,172.2,25.99,2.548,12.03,"2014-05-08","20:30:00",(14-05-08 20:30:00)
101,2014,128,2045,11.47,88.7,9.69,0,0,0.042,-35.77,1016,0.904,0.811,128.7,25.2,2.254,12.02,"2014-05-08","20:45:00",(14-05-08 20:45:00)
101,2014,128,2100,11.55,88.5,9.73,0,0,0.058,-27.36,1016,1.175,1.072,105.6,24.03,2.548,12,"2014-05-08","21:00:00",(14-05-08 21:00:00)
101,2014,128,2115,11.64,88.4,9.79,0,0,0.051,-20.53,1016,0.905,0.824,131.6,24.09,2.352,11.97,"2014-05-08","21:15:00",(14-05-08 21:15:00)
101,2014,128,2130,11.59,88.8,9.82,0,0,0.064,-17.94,1016,0.862,0.738,180.5,30.77,1.764,11.95,"2014-05-08","21:30:00",(14-05-08 21:30:00)
101,2014,128,2145,11.47,89.1,9.74,0,0,0.049,-15.71,1016,0.609,0.542,245.3,26.86,1.47,11.92,"2014-05-08","21:45:00",(14-05-08 21:45:00)
101,2014,128,2200,11.27,90.2,9.73,0,0,0.056,-15.5,1016,0.891,0.762,248.8,30.9,1.764,11.89,"2014-05-08","22:00:00",(14-05-08 22:00:00)
101,2014,128,2215,11.29,90.8,9.86,0,0,0.053,-15.01,1016,0.881,0.845,233.5,16.14,1.96,11.86,"2014-05-08","22:15:00",(14-05-08 22:15:00)
101,2014,128,2230,11.26,91.1,9.88,0,0,0.049,-15.11,1016,0.937,0.865,236.6,22.29,2.94,11.84,"2014-05-08","22:30:00",(14-05-08 22:30:00)
101,2014,128,2245,11.26,91.4,9.93,0,0,0.052,-15.74,1017,1.011,0.875,233.2,28.55,2.842,11.81,"2014-05-08","22:45:00",(14-05-08 22:45:00)
101,2014,128,2300,11.21,91.8,9.93,0,0,0.057,-14.92,1017,0.905,0.797,249.2,28.01,2.058,11.78,"2014-05-08","23:00:00",(14-05-08 23:00:00)
101,2014,128,2315,11.15,92.2,9.94,0,0,0.063,-14.73,1017,1.042,0.966,244.1,21.84,2.45,11.75,"2014-05-08","23:15:00",(14-05-08 23:15:00)
101,2014,128,2330,11.12,92.5,9.96,0,0,0.068,-14.89,1017,0.789,0.717,213.1,24.46,1.764,11.73,"2014-05-08","23:30:00",(14-05-08 23:30:00)
101,2014,128,2345,11.13,92.9,10.03,0,0,0.081,-12.79,1016,0.927,0.814,197.9,27.96,2.254,11.7,"2014-05-08","23:45:00",(14-05-08 23:45:00)
101,2014,128,2400,11.15,93.1,10.08,0,0,0.061,-7.82,1016,1.36,0.614,207.5,59.9,3.724,11.67,"2014-05-09","00:00:00",(14-05-09 00:00:00)
101,2014,129,15,11.14,93.4,10.13,0,0,0.057,-12,1016,1.211,0.726,192.2,50.35,3.822,11.65,"2014-05-09","00:15:00",(14-05-09 00:15:00)
101,2014,129,30,11.12,93.6,10.13,0,0,0.046,-13.54,1016,1.249,1.011,162.6,35.32,2.352,11.62,"2014-05-09","00:30:00",(14-05-09 00:30:00)
101,2014,129,45,11.11,93.8,10.15,0,0,0.071,-11.08,1016,0.844,0.774,199.6,23.12,1.764,11.6,"2014-05-09","00:45:00",(14-05-09 00:45:00)
101,2014,129,100,11.04,93.9,10.11,0,0,0.073,-8.91,1015,0.974,0.658,156.8,46.1,2.058,11.58,"2014-05-09","01:00:00",(14-05-09 01:00:00)
101,2014,129,115,11.02,94.2,10.14,0,0,0.05,-4.999,1016,0.931,0.866,283.6,21.42,1.862,11.56,"2014-05-09","01:15:00",(14-05-09 01:15:00)
101,2014,129,130,11.01,94.5,10.17,0,0,0.056,-3.774,1016,0.99,0.93,277.4,20.06,1.96,11.53,"2014-05-09","01:30:00",(14-05-09 01:30:00)
101,2014,129,145,11,94.8,10.2,0,0,0.07,-3.601,1016,0.852,0.79,283.1,21.83,1.568,11.51,"2014-05-09","01:45:00",(14-05-09 01:45:00)
101,2014,129,200,10.99,95,10.23,0,0,0.056,-2.961,1016,0.703,0.569,221.7,34.7,1.47,11.49,"2014-05-09","02:00:00",(14-05-09 02:00:00)
101,2014,129,215,10.97,95.2,10.24,0,0,0.057,-2.727,1016,0.784,0.656,185.8,32.79,1.568,11.47,"2014-05-09","02:15:00",(14-05-09 02:15:00)
101,2014,129,230,10.96,95.3,10.25,0,0,0.057,-2.59,1016,0.508,0.327,123.4,44.57,1.372,11.45,"2014-05-09","02:30:00",(14-05-09 02:30:00)
101,2014,129,245,10.94,95.4,10.25,0,0,0.056,-2.632,1016,0.584,0.51,177.7,26.97,1.764,11.43,"2014-05-09","02:45:00",(14-05-09 02:45:00)
101,2014,129,300,10.96,95.6,10.29,0,0,0.069,-2.421,1016,0.763,0.723,173.6,18.56,1.372,11.42,"2014-05-09","03:00:00",(14-05-09 03:00:00)
101,2014,129,315,10.94,95.7,10.28,0,0,0.067,-2.862,1016,0.98,0.91,170,21.49,1.96,11.4,"2014-05-09","03:15:00",(14-05-09 03:15:00)
101,2014,129,330,10.87,95.8,10.23,0,0,0.041,-3.122,1016,0.794,0.703,121.6,27.02,1.96,11.38,"2014-05-09","03:30:00",(14-05-09 03:30:00)
101,2014,129,345,10.84,95.9,10.21,0,0,0.069,-3.193,1016,1.003,0.956,160.9,17.41,1.96,11.37,"2014-05-09","03:45:00",(14-05-09 03:45:00)
101,2014,129,400,10.86,95.9,10.25,0,0,0.056,-3.195,1016,0.917,0.814,146.8,27.13,2.254,11.35,"2014-05-09","04:00:00",(14-05-09 04:00:00)
101,2014,129,415,10.87,96,10.26,0,0.001,0.094,-4.376,1016,0.741,0.69,76.6,20.99,1.862,11.33,"2014-05-09","04:15:00",(14-05-09 04:15:00)
101,2014,129,430,10.84,96,10.24,0,0.122,0.619,-6.148,1016,0.549,0.45,84.5,32.15,1.568,11.32,"2014-05-09","04:30:00",(14-05-09 04:30:00)
101,2014,129,445,10.84,96.1,10.24,0,2.001,4.113,-1.678,1017,0.229,0.127,282.3,45.94,0.882,11.31,"2014-05-09","04:45:00",(14-05-09 04:45:00)
101,2014,129,500,10.87,96.1,10.28,0,4.07,8.36,-0.709,1017,0.675,0.657,285.1,13.23,1.274,11.29,"2014-05-09","05:00:00",(14-05-09 05:00:00)
101,2014,129,515,10.91,96.1,10.32,0,13.87,24.96,4.235,1017,0.202,0.122,307.5,37.16,0.784,11.28,"2014-05-09","05:15:00",(14-05-09 05:15:00)
101,2014,129,530,10.96,96.1,10.38,0,17.52,34.32,3.36,1017,0.488,0.468,87,13.52,2.058,11.26,"2014-05-09","05:30:00",(14-05-09 05:30:00)
101,2014,129,545,11,96.1,10.42,0,17.66,38.82,-1.613,1017,1.595,1.494,73.7,20.42,4.41,11.25,"2014-05-09","05:45:00",(14-05-09 05:45:00)
101,2014,129,600,10.51,95.8,9.88,0,21.17,46.41,-22.67,1017,2.575,2.393,76.1,21.52,5.096,11.24,"2014-05-09","06:00:00",(14-05-09 06:00:00)
101,2014,129,615,10.13,92.6,8.99,0,32.64,73.8,-20.18,1017,2.508,2.343,85.2,20.76,5.194,11.23,"2014-05-09","06:15:00",(14-05-09 06:15:00)
101,2014,129,630,10.03,87.8,8.11,0,30.06,71.4,-4.699,1017,2.135,1.998,79,20.49,4.018,11.21,"2014-05-09","06:30:00",(14-05-09 06:30:00)
101,2014,129,645,10.03,85.6,7.73,0,47.21,113.5,16.72,1017,1.884,1.77,77.2,19.9,4.214,11.2,"2014-05-09","06:45:00",(14-05-09 06:45:00)
101,2014,129,700,10.11,84.5,7.63,0,67.65,159.1,37.63,1017,2.208,2.08,82,19.49,5.194,11.19,"2014-05-09","07:00:00",(14-05-09 07:00:00)
101,2014,129,715,10.06,83.9,7.48,0,49.51,122.3,27.97,1017,2.305,2.173,73.7,19.36,4.508,11.18,"2014-05-09","07:15:00",(14-05-09 07:15:00)
101,2014,129,730,10.02,84.8,7.59,0,40.51,104.3,19.1,1017,1.484,1.302,86.2,28.32,4.018,11.17,"2014-05-09","07:30:00",(14-05-09 07:30:00)
101,2014,129,745,9.98,85.4,7.66,0,27.5,73,12.85,1018,0.772,0.557,76.1,39.72,2.842,11.16,"2014-05-09","07:45:00",(14-05-09 07:45:00)
101,2014,129,800,9.63,88,7.75,0.254,48.89,121,6.716,1018,1.132,0.956,76.5,30.78,3.332,11.15,"2014-05-09","08:00:00",(14-05-09 08:00:00)
101,2014,129,815,9.36,91,7.98,0.254,55.76,137,20.75,1018,0.896,0.776,103,28.17,3.43,11.14,"2014-05-09","08:15:00",(14-05-09 08:15:00)
101,2014,129,830,9.12,92.2,7.92,0,73.5,175,25.65,1017,1.369,1.234,81.7,25.41,3.234,11.13,"2014-05-09","08:30:00",(14-05-09 08:30:00)
101,2014,129,845,9.17,92.9,8.1,0,107.9,258.2,33.73,1017,1.593,1.427,84.6,26.17,4.116,11.12,"2014-05-09","08:45:00",(14-05-09 08:45:00)
101,2014,129,900,9.1,93.2,8.06,0,97.3,238.9,27.67,1017,2.527,2.354,82.5,21.24,5.88,11.11,"2014-05-09","09:00:00",(14-05-09 09:00:00)
101,2014,129,915,8.96,93.7,8.01,0.508,93.7,255.1,43.1,1017,2.281,2.143,82.5,19.95,4.704,11.1,"2014-05-09","09:15:00",(14-05-09 09:15:00)
101,2014,129,930,9.24,94.1,8.35,0,154.1,482.4,96.1,1017,2.288,2.102,98.7,23.1,4.704,11.09,"2014-05-09","09:30:00",(14-05-09 09:30:00)
101,2014,129,945,9.69,94,8.78,0,161.2,507.2,78.2,1018,1.828,1.649,90.7,25.4,4.41,11.09,"2014-05-09","09:45:00",(14-05-09 09:45:00)
101,2014,129,1000,9.62,93.4,8.62,0,95.6,310.5,33.43,1018,2.04,1.849,91.9,24.78,4.606,11.08,"2014-05-09","10:00:00",(14-05-09 10:00:00)
101,2014,129,1015,9.46,93.5,8.48,0,90.3,293.9,32.72,1017,2.25,2.076,84.4,22.54,4.998,11.08,"2014-05-09","10:15:00",(14-05-09 10:15:00)
101,2014,129,1030,9.38,93.7,8.43,0,82.8,270.4,29.29,1017,2.425,2.24,92.9,22.35,4.998,11.08,"2014-05-09","10:30:00",(14-05-09 10:30:00)
101,2014,129,1045,9.42,93.8,8.47,0,118.3,375.9,54.72,1017,2.171,1.968,93.5,24.73,5.488,11.08,"2014-05-09","10:45:00",(14-05-09 10:45:00)
101,2014,129,1100,9.71,93.4,8.7,0,180.2,563,84,1017,2.478,2.223,91.7,25.96,5.39,11.08,"2014-05-09","11:00:00",(14-05-09 11:00:00)
101,2014,129,1115,9.8,92.3,8.62,0,115.3,368.3,45.6,1017,2.237,2.064,97.2,22.5,4.802,11.08,"2014-05-09","11:15:00",(14-05-09 11:15:00)
101,2014,129,1130,9.88,91.3,8.55,0,126.8,395.4,52.44,1017,2.068,1.917,107.7,21.8,4.41,11.09,"2014-05-09","11:30:00",(14-05-09 11:30:00)
101,2014,129,1145,9.96,91.2,8.6,0,75,245,24.92,1017,1.809,1.587,108.3,28.27,4.508,11.09,"2014-05-09","11:45:00",(14-05-09 11:45:00)
101,2014,129,1200,10.03,92.1,8.81,0,72.9,234.5,31.29,1017,1.56,1.35,93.4,29.71,4.312,11.1,"2014-05-09","12:00:00",(14-05-09 12:00:00)
101,2014,129,1215,10.12,92.6,8.98,0,84,269.4,38.5,1017,1.807,1.626,99.5,25.6,5.096,11.11,"2014-05-09","12:15:00",(14-05-09 12:15:00)
101,2014,129,1230,9.96,93,8.88,0,57.46,190.3,25.68,1017,2.029,1.848,105.9,24.18,4.606,11.11,"2014-05-09","12:30:00",(14-05-09 12:30:00)
101,2014,129,1245,10.01,93.5,9.03,0,69.47,224.7,35.48,1017,1.833,1.639,115.8,26.25,3.724,11.12,"2014-05-09","12:45:00",(14-05-09 12:45:00)
101,2014,129,1300,10.14,94.2,9.26,0,83.1,263.1,46.31,1017,2.078,1.905,110,23.35,5.586,11.13,"2014-05-09","13:00:00",(14-05-09 13:00:00)
101,2014,129,1315,10.3,94.6,9.48,0.254,87.2,277,48.13,1017,2.236,2.02,112.4,25.07,5.684,11.14,"2014-05-09","13:15:00",(14-05-09 13:15:00)
101,2014,129,1330,10.32,94.7,9.52,0,91.7,286.6,49.76,1016,2.492,2.297,107.6,22.67,5.292,11.15,"2014-05-09","13:30:00",(14-05-09 13:30:00)
101,2014,129,1345,10.33,94.7,9.53,0,87,270.5,48.95,1016,2.383,2.207,110.9,21.97,5.292,11.16,"2014-05-09","13:45:00",(14-05-09 13:45:00)
101,2014,129,1400,10.48,94.9,9.71,0.254,99.6,307.4,55.79,1016,2.39,2.191,115.7,23.36,4.998,11.17,"2014-05-09","14:00:00",(14-05-09 14:00:00)
101,2014,129,1415,10.47,95,9.71,0,83.1,257.9,47.04,1016,2.405,2.208,118.2,23.16,5.292,11.17,"2014-05-09","14:15:00",(14-05-09 14:15:00)
101,2014,129,1430,10.57,95.1,9.82,0,56.39,179,31.85,1016,2.159,1.988,117.6,22.79,5.292,11.18,"2014-05-09","14:30:00",(14-05-09 14:30:00)
101,2014,129,1445,10.58,95.2,9.86,0,48.21,157,28.34,1016,2.082,1.893,116.4,24.44,4.018,11.19,"2014-05-09","14:45:00",(14-05-09 14:45:00)
101,2014,129,1500,10.69,95.4,9.99,0,44.79,147.5,24.97,1016,1.96,1.775,116,24.89,4.018,11.19,"2014-05-09","15:00:00",(14-05-09 15:00:00)
101,2014,129,1515,10.77,95.5,10.09,0,46.13,150.1,24.48,1015,2.332,2.198,123.6,19.4,4.41,11.2,"2014-05-09","15:15:00",(14-05-09 15:15:00)
101,2014,129,1530,10.9,95.6,10.23,0,46.88,147.8,26.35,1015,2.021,1.836,117.1,24.53,3.92,11.21,"2014-05-09","15:30:00",(14-05-09 15:30:00)
101,2014,129,1545,10.99,95.7,10.34,0,36.56,116,19.55,1015,2.079,1.944,116.2,20.65,5.39,11.22,"2014-05-09","15:45:00",(14-05-09 15:45:00)
101,2014,129,1600,11.18,95.8,10.54,0.254,54.85,168,31.76,1015,2.164,1.989,118.2,22.99,5.586,11.22,"2014-05-09","16:00:00",(14-05-09 16:00:00)
101,2014,129,1615,11.33,95.8,10.69,0,50.01,153.6,29.2,1015,1.848,1.701,118.5,22.9,4.9,11.23,"2014-05-09","16:15:00",(14-05-09 16:15:00)
101,2014,129,1630,11.44,95.8,10.81,0,28.26,90,13.29,1015,1.9,1.751,119.9,22.71,4.508,11.23,"2014-05-09","16:30:00",(14-05-09 16:30:00)
101,2014,129,1645,11.51,95.8,10.88,0,31.33,96.2,16.27,1015,1.866,1.752,124.4,19.86,4.116,11.24,"2014-05-09","16:45:00",(14-05-09 16:45:00)
101,2014,129,1700,11.61,95.9,10.98,0.254,21.31,67.6,10.56,1015,1.789,1.623,124,24.7,4.606,11.24,"2014-05-09","17:00:00",(14-05-09 17:00:00)
101,2014,129,1715,11.69,95.9,11.06,0,21.02,64.9,10.38,1015,1.833,1.674,123.1,23.87,3.92,11.25,"2014-05-09","17:15:00",(14-05-09 17:15:00)
101,2014,129,1730,11.79,96,11.17,0,13.96,43.69,6.163,1015,1.654,1.523,129.3,22.77,3.822,11.25,"2014-05-09","17:30:00",(14-05-09 17:30:00)
101,2014,129,1745,11.89,96,11.28,0,6.612,22.72,1.816,1015,1.781,1.634,134.5,23.31,4.606,11.25,"2014-05-09","17:45:00",(14-05-09 17:45:00)
101,2014,129,1800,11.96,96.1,11.37,0,4.775,16.07,0.651,1015,1.853,1.641,144.8,27.37,4.606,11.26,"2014-05-09","18:00:00",(14-05-09 18:00:00)
101,2014,129,1815,11.99,96.1,11.4,0,4.227,13.46,0.29,1015,2.122,1.961,156.4,22.36,4.704,11.26,"2014-05-09","18:15:00",(14-05-09 18:15:00)
101,2014,129,1830,11.96,96.2,11.37,0,3.269,9.9,-0.293,1015,2.069,1.867,150.9,25.35,4.41,11.26,"2014-05-09","18:30:00",(14-05-09 18:30:00)
101,2014,129,1845,11.85,96.2,11.27,0,2.326,6.86,-1.571,1015,2.415,2.211,155.2,23.56,6.958,11.26,"2014-05-09","18:45:00",(14-05-09 18:45:00)
101,2014,129,1900,11.79,96.2,11.21,0,0.238,1.392,-3.927,1014,2.778,2.541,151.3,23.66,7.64,11.26,"2014-05-09","19:00:00",(14-05-09 19:00:00)
101,2014,129,1915,11.81,96.2,11.23,0,0.004,0.258,-4.997,1014,2.934,2.722,153.8,21.74,7.15,11.26,"2014-05-09","19:15:00",(14-05-09 19:15:00)
101,2014,129,1930,11.81,96.1,11.22,0,0,0.025,-4.575,1014,2.491,2.28,143.9,23.59,6.076,11.26,"2014-05-09","19:30:00",(14-05-09 19:30:00)
101,2014,129,1945,11.95,96,11.34,0,0,0.02,-6.805,1014,2.748,2.547,159.7,21.91,6.174,11.26,"2014-05-09","19:45:00",(14-05-09 19:45:00)
101,2014,129,2000,12.06,95.8,11.43,0,0,0.025,-9.26,1014,3.117,2.859,152.7,23.29,8.33,11.25,"2014-05-09","20:00:00",(14-05-09 20:00:00)
101,2014,129,2015,12.16,95.6,11.48,0,0,0.022,-11.06,1014,3.265,2.976,157.5,24.11,7.06,11.25,"2014-05-09","20:15:00",(14-05-09 20:15:00)
101,2014,129,2030,12.19,95.1,11.44,0,0,0.028,-16.63,1014,3.438,3.211,163.4,20.77,7.25,11.25,"2014-05-09","20:30:00",(14-05-09 20:30:00)
101,2014,129,2045,12.26,94.7,11.45,0,0,0.033,-25.76,1014,3.099,2.871,160.8,21.98,8.33,11.24,"2014-05-09","20:45:00",(14-05-09 20:45:00)
101,2014,129,2100,12.39,94.2,11.49,0,0,0.039,-30.51,1014,3.47,3.273,163.9,19.31,7.06,11.24,"2014-05-09","21:00:00",(14-05-09 21:00:00)
101,2014,129,2115,12.4,94.1,11.49,0,0,0.042,-27.59,1013,3.426,3.225,167.5,19.66,7.25,11.23,"2014-05-09","21:15:00",(14-05-09 21:15:00)
101,2014,129,2130,12.6,94.1,11.69,0,0,0.033,-24.84,1013,2.829,2.663,168.2,19.63,6.762,11.23,"2014-05-09","21:30:00",(14-05-09 21:30:00)
101,2014,129,2145,12.69,94.1,11.78,0,0,0.025,-17.3,1013,2.101,1.914,171.9,24.14,5.096,11.22,"2014-05-09","21:45:00",(14-05-09 21:45:00)
101,2014,129,2200,12.79,94.5,11.94,0,0,0.027,-13.37,1013,2.353,2.167,167.6,22.75,5.194,11.22,"2014-05-09","22:00:00",(14-05-09 22:00:00)
101,2014,129,2215,12.96,94.8,12.16,0,0,0.025,-6.009,1013,2.431,2.241,165.3,22.66,5.292,11.21,"2014-05-09","22:15:00",(14-05-09 22:15:00)
101,2014,129,2230,12.91,95,12.15,0.254,0,0.027,-4.347,1013,2.498,2.333,163.8,20.79,5.292,11.21,"2014-05-09","22:30:00",(14-05-09 22:30:00)
101,2014,129,2245,12.98,95.4,12.27,0,0,0.013,-3.125,1013,2.847,2.664,169.9,20.52,5.978,11.2,"2014-05-09","22:45:00",(14-05-09 22:45:00)
101,2014,129,2300,13.12,95.6,12.44,0,0,0.01,-2.432,1013,1.98,1.769,170.3,26.44,5.88,11.2,"2014-05-09","23:00:00",(14-05-09 23:00:00)
101,2014,129,2315,13.11,95.7,12.45,0,0,0.008,-2.241,1013,2.123,1.99,163.2,20.24,5.096,11.19,"2014-05-09","23:15:00",(14-05-09 23:15:00)
