"type","year","jul","hm","airt","rh","dewp","prec","slrr","parr","netr","bar","wspd","wres","wdir","wdev","gspd","s10t","date","time","dt"
101,2014,121,15,3.89,95.3,3.213,0.254,0,0.02,-5.204,1013,2.065,1.839,88.4,26.75,5.488,7.59,"2014-05-01","00:15:00",(14-05-01 00:15:00)
101,2014,121,30,3.806,95.4,3.148,0.508,0,0.023,-4.991,1012,2.146,1.949,88,24.55,5.488,7.58,"2014-05-01","00:30:00",(14-05-01 00:30:00)
101,2014,121,45,3.755,95.5,3.11,0.762,0,0.023,-4.422,1012,2.008,1.762,83.8,28.37,4.312,7.57,"2014-05-01","00:45:00",(14-05-01 00:45:00)
101,2014,121,100,3.728,95.6,3.093,1.27,0,0.023,-3.411,1012,2.43,1.974,83.5,35.1,7.45,7.56,"2014-05-01","01:00:00",(14-05-01 01:00:00)
101,2014,121,115,3.705,95.6,3.077,0.762,0,0.025,-3.071,1011,3.021,2.226,88.3,41.49,6.272,7.54,"2014-05-01","01:15:00",(14-05-01 01:15:00)
101,2014,121,130,4.405,95.6,3.774,1.524,0,0.025,-1.798,1011,2.423,1.857,84.4,38.9,11.37,7.53,"2014-05-01","01:30:00",(14-05-01 01:30:00)
101,2014,121,145,4.392,95.5,3.737,1.27,0,0.035,-3.448,1011,2.439,2.181,81.8,26.33,5.292,7.52,"2014-05-01","01:45:00",(14-05-01 01:45:00)
101,2014,121,200,4.204,95.4,3.539,0.762,0,0.032,-1.352,1010,1.908,1.716,77.2,25.74,4.214,7.51,"2014-05-01","02:00:00",(14-05-01 02:00:00)
101,2014,121,215,4.089,95.5,3.432,1.27,0,0.023,-1.308,1010,2.021,1.887,54.86,20.88,4.802,7.49,"2014-05-01","02:15:00",(14-05-01 02:15:00)
101,2014,121,230,4.038,95.6,3.398,1.524,0,0.033,-1.671,1010,1.522,1.368,59.93,25.41,4.312,7.48,"2014-05-01","02:30:00",(14-05-01 02:30:00)
101,2014,121,245,4.027,95.7,3.4,0.762,0,0.036,-0.617,1009,1.569,1.446,66.75,22.69,3.724,7.46,"2014-05-01","02:45:00",(14-05-01 02:45:00)
101,2014,121,300,4.022,95.7,3.405,0.508,0,0.026,-1.021,1009,1.674,1.517,66.91,24.84,3.626,7.45,"2014-05-01","03:00:00",(14-05-01 03:00:00)
101,2014,121,315,3.966,95.8,3.359,0.508,0,0.03,-1.064,1009,1.906,1.767,62.75,21.83,3.92,7.43,"2014-05-01","03:15:00",(14-05-01 03:15:00)
101,2014,121,330,4.013,95.9,3.416,0.254,0,0.029,0.367,1009,1.99,1.833,76.7,22.74,4.802,7.41,"2014-05-01","03:30:00",(14-05-01 03:30:00)
101,2014,121,345,4.156,95.9,3.567,0,0,0.041,0.82,1008,2.692,2.534,78.2,19.6,6.272,7.4,"2014-05-01","03:45:00",(14-05-01 03:45:00)
101,2014,121,400,4.332,95.9,3.747,0.254,0,0.053,0.012,1007,3.045,2.797,75.6,23.1,6.86,7.38,"2014-05-01","04:00:00",(14-05-01 04:00:00)
101,2014,121,415,4.421,96,3.838,0,0,0.039,-0.773,1007,2.802,2.446,78.1,28.87,6.174,7.37,"2014-05-01","04:15:00",(14-05-01 04:15:00)
101,2014,121,430,4.578,96,3.993,0.254,0.003,0.113,-0.114,1007,2.682,2.395,83.1,26.53,6.86,7.35,"2014-05-01","04:30:00",(14-05-01 04:30:00)
101,2014,121,445,4.745,95.9,4.158,0.254,0.108,0.845,0.233,1007,2.874,2.552,84,27.11,7.06,7.34,"2014-05-01","04:45:00",(14-05-01 04:45:00)
101,2014,121,500,5.061,96,4.481,0.762,0.792,3.13,1.915,1006,2.808,2.421,83.4,30.07,6.468,7.33,"2014-05-01","05:00:00",(14-05-01 05:00:00)
101,2014,121,515,5.302,96,4.726,0.254,5.784,12.02,4.351,1006,3.154,2.976,83.5,19.26,6.37,7.32,"2014-05-01","05:15:00",(14-05-01 05:15:00)
101,2014,121,530,5.277,96,4.699,1.016,3.515,10.88,3.776,1006,2.241,2.022,78.5,25.34,5.488,7.31,"2014-05-01","05:30:00",(14-05-01 05:30:00)
101,2014,121,545,5.472,96,4.896,0.254,8.69,22.01,6.312,1006,2.084,1.623,89,37.88,5.194,7.3,"2014-05-01","05:45:00",(14-05-01 05:45:00)
101,2014,121,600,5.959,96.1,5.394,0.254,17.14,43.52,13.05,1006,2.468,2.103,88.2,31.14,5.194,7.29,"2014-05-01","06:00:00",(14-05-01 06:00:00)
101,2014,121,615,6.062,96.2,5.5,0,32.22,73.9,19.8,1006,1.626,1.141,84.3,43.34,4.998,7.28,"2014-05-01","06:15:00",(14-05-01 06:15:00)
101,2014,121,630,6.243,96.2,5.683,0,37.02,88.3,23.01,1006,1.787,1.539,94.3,29.89,4.998,7.27,"2014-05-01","06:30:00",(14-05-01 06:30:00)
101,2014,121,645,6.537,96.2,5.981,0,69.89,157.5,40.57,1005,1.997,1.247,96.3,49.64,5.194,7.26,"2014-05-01","06:45:00",(14-05-01 06:45:00)
101,2014,121,700,7.03,96.3,6.484,0.254,57.65,137.3,33.24,1005,1.537,1.269,88.2,33.64,3.822,7.26,"2014-05-01","07:00:00",(14-05-01 07:00:00)
101,2014,121,715,7.08,96.3,6.533,0,72.8,173.7,42.97,1005,1.11,0.956,93,29.91,3.038,7.25,"2014-05-01","07:15:00",(14-05-01 07:15:00)
101,2014,121,730,7.24,96.3,6.688,0,38.7,97.3,20.16,1005,1.381,1.245,91.6,25.38,3.626,7.25,"2014-05-01","07:30:00",(14-05-01 07:30:00)
101,2014,121,745,7.24,96.2,6.688,0.254,66.37,161.7,39.05,1005,1.503,1.344,85.8,26.34,3.43,7.25,"2014-05-01","07:45:00",(14-05-01 07:45:00)
101,2014,121,800,7.62,96.3,7.07,0,73.5,178.5,39.37,1005,0.822,0.467,351.4,52.54,3.92,7.26,"2014-05-01","08:00:00",(14-05-01 08:00:00)
101,2014,121,815,7.38,96.2,6.826,0,77.9,188.4,37.59,1005,1.19,1.132,59.99,17.92,1.96,7.26,"2014-05-01","08:15:00",(14-05-01 08:15:00)
101,2014,121,830,7.35,96.2,6.795,0,48.78,124.8,25.86,1005,0.99,0.47,38.73,57.3,2.646,7.27,"2014-05-01","08:30:00",(14-05-01 08:30:00)
101,2014,121,845,7.65,96.3,7.09,0,105.7,254.3,58.03,1004,0.933,0.85,65.28,22.12,2.45,7.28,"2014-05-01","08:45:00",(14-05-01 08:45:00)
101,2014,121,900,7.93,96.3,7.38,0,133.8,314.2,69.29,1004,1.606,1.481,92.9,22.62,3.234,7.28,"2014-05-01","09:00:00",(14-05-01 09:00:00)
101,2014,121,915,8.53,96.3,7.98,0,130,309.3,64.17,1004,1.767,1.574,91.8,26.77,3.822,7.29,"2014-05-01","09:15:00",(14-05-01 09:15:00)
101,2014,121,930,8.84,96.4,8.3,0,133.4,319.6,71.8,1004,1.111,0.949,90.1,30.03,2.94,7.31,"2014-05-01","09:30:00",(14-05-01 09:30:00)
101,2014,121,945,9.22,96.4,8.68,0,137.8,321.4,74.6,1004,0.464,0.259,212.7,50.3,1.372,7.32,"2014-05-01","09:45:00",(14-05-01 09:45:00)
101,2014,121,1000,8.91,96.4,8.37,0,140,323.7,69.65,1004,0.929,0.847,236.5,23.74,2.548,7.33,"2014-05-01","10:00:00",(14-05-01 10:00:00)
101,2014,121,1015,9,96.4,8.46,0,205.8,463.7,109.7,1004,0.924,0.77,280,32.16,2.45,7.34,"2014-05-01","10:15:00",(14-05-01 10:15:00)
101,2014,121,1030,9.28,96.3,8.73,0,221.8,492.3,111.5,1004,1.046,1.001,293.8,16.87,1.764,7.35,"2014-05-01","10:30:00",(14-05-01 10:30:00)
101,2014,121,1045,9.42,96.3,8.88,0,240,525.8,112.1,1004,1.475,1.403,298.7,17.88,2.744,7.37,"2014-05-01","10:45:00",(14-05-01 10:45:00)
101,2014,121,1100,9.4,96.3,8.85,0,243.3,537.6,105.8,1004,1.097,0.988,287.5,25.5,2.058,7.39,"2014-05-01","11:00:00",(14-05-01 11:00:00)
101,2014,121,1115,9.52,96.3,8.96,0,145.7,335.7,49.41,1004,1.099,0.979,264.6,26.74,2.352,7.41,"2014-05-01","11:15:00",(14-05-01 11:15:00)
101,2014,121,1130,9.36,96.2,8.8,0,146.2,332.9,63.72,1004,1.142,1.039,284.5,24.22,2.156,7.43,"2014-05-01","11:30:00",(14-05-01 11:30:00)
101,2014,121,1145,9.58,96.3,9.02,0,237.1,523.6,112.7,1003,0.748,0.643,240,30.33,1.47,7.46,"2014-05-01","11:45:00",(14-05-01 11:45:00)
101,2014,121,1200,9.95,96.3,9.4,0,247.5,541.7,114.3,1003,1.01,0.929,264.5,22.82,2.058,7.49,"2014-05-01","12:00:00",(14-05-01 12:00:00)
101,2014,121,1215,10.42,96.3,9.87,0,352.4,756,178,1003,0.761,0.703,226.7,21.07,1.764,7.52,"2014-05-01","12:15:00",(14-05-01 12:15:00)
101,2014,121,1230,10.92,96.3,10.37,0,460.9,980,234.3,1003,1.223,1.117,206,23.87,2.646,7.55,"2014-05-01","12:30:00",(14-05-01 12:30:00)
101,2014,121,1245,11.82,96.2,11.25,0,512,1064,274.3,1003,1.119,1.04,217.4,21.46,2.352,7.58,"2014-05-01","12:45:00",(14-05-01 12:45:00)
101,2014,121,1300,12.71,95.6,12.04,0,439,932,236.5,1003,0.817,0.565,249.6,44.83,1.862,7.62,"2014-05-01","13:00:00",(14-05-01 13:00:00)
101,2014,121,1315,12.79,93.6,11.8,0,310.7,673.3,180.8,1003,1.368,1.208,236.4,27.53,2.45,7.65,"2014-05-01","13:15:00",(14-05-01 13:15:00)
101,2014,121,1330,13.29,91.2,11.9,0,373.8,803,235.5,1002,0.697,0.59,197.6,30.58,2.156,7.69,"2014-05-01","13:30:00",(14-05-01 13:30:00)
101,2014,121,1345,14.16,87.5,12.12,0,417.4,900,263.7,1002,1.129,1.023,195.4,24.52,2.548,7.73,"2014-05-01","13:45:00",(14-05-01 13:45:00)
101,2014,121,1400,15.1,84.6,12.54,0,467.6,1000,301.2,1002,1.052,0.905,229.6,29.56,2.94,7.78,"2014-05-01","14:00:00",(14-05-01 14:00:00)
101,2014,121,1415,15.56,82.4,12.59,0,484.8,1047,292,1002,1.268,1.069,182.3,32.11,2.842,7.84,"2014-05-01","14:15:00",(14-05-01 14:15:00)
101,2014,121,1430,16.47,78.3,12.69,0,714,1486,462.6,1002,0.768,0.579,244.4,38.34,1.96,7.89,"2014-05-01","14:30:00",(14-05-01 14:30:00)
101,2014,121,1445,16.96,74.9,12.48,0,332.9,730,210.6,1001,1.341,1.234,244.3,22.88,3.234,7.94,"2014-05-01","14:45:00",(14-05-01 14:45:00)
101,2014,121,1500,16.71,76.9,12.66,0,439.4,932,271.5,1001,1.259,0.902,228.5,43.13,2.744,8,"2014-05-01","15:00:00",(14-05-01 15:00:00)
101,2014,121,1515,17.52,75.1,13.06,0,533.1,1124,313.8,1001,1.288,1.065,160.5,33.59,2.744,8.07,"2014-05-01","15:15:00",(14-05-01 15:15:00)
101,2014,121,1530,17.83,72.2,12.76,0,579.6,1209,345.6,1001,1.462,1.357,211.3,21.7,3.92,8.13,"2014-05-01","15:30:00",(14-05-01 15:30:00)
101,2014,121,1545,17.95,71.4,12.72,0,511.1,1073,293.3,1001,1.619,1.072,214.1,47.09,3.43,8.2,"2014-05-01","15:45:00",(14-05-01 15:45:00)
101,2014,121,1600,18.75,69.91,13.16,0,461.9,969,249.7,1001,1.376,1.198,239.6,28.91,3.332,8.27,"2014-05-01","16:00:00",(14-05-01 16:00:00)
101,2014,121,1615,18.9,67.84,12.84,0,415.7,869,211.3,1001,2.043,1.739,214.8,31.23,4.606,8.34,"2014-05-01","16:15:00",(14-05-01 16:15:00)
101,2014,121,1630,18.57,69.24,12.84,0,370.1,771,178.3,1001,2.28,2.092,186.3,23.28,4.802,8.41,"2014-05-01","16:30:00",(14-05-01 16:30:00)
101,2014,121,1645,18.23,70.3,12.76,0,324.9,672.3,143.7,1001,2.584,2.445,176.9,18.78,4.802,8.47,"2014-05-01","16:45:00",(14-05-01 16:45:00)
101,2014,121,1700,18.44,69.4,12.76,0,280.6,572,116.9,1000,2.292,2.091,187.7,23.99,6.37,8.54,"2014-05-01","17:00:00",(14-05-01 17:00:00)
101,2014,121,1715,18.51,68.8,12.69,0,272.1,537,108.7,1000,2.168,1.956,178.5,25.3,3.822,8.61,"2014-05-01","17:15:00",(14-05-01 17:15:00)
101,2014,121,1730,18.62,69.29,12.9,0,254.7,475.7,110.7,1000,2.232,2.036,171.8,23.98,4.704,8.67,"2014-05-01","17:30:00",(14-05-01 17:30:00)
101,2014,121,1745,18.45,68.82,12.63,0,145.5,281.8,36.3,1000,1.953,1.765,189.2,25.13,4.41,8.73,"2014-05-01","17:45:00",(14-05-01 17:45:00)
101,2014,121,1800,18.09,70.4,12.63,0,59.75,138.4,0.308,1000,1.55,1.415,206.7,23.86,4.116,8.79,"2014-05-01","18:00:00",(14-05-01 18:00:00)
101,2014,121,1815,17.43,73.8,12.71,0,19.31,68.11,-36.34,1000,1.409,1.276,200.6,24.9,3.234,8.84,"2014-05-01","18:15:00",(14-05-01 18:15:00)
101,2014,121,1830,16.79,77.1,12.77,0,9.56,37.06,-42.02,1000,1.298,1.21,198.5,21.01,3.136,8.89,"2014-05-01","18:30:00",(14-05-01 18:30:00)
101,2014,121,1845,16.2,80.5,12.85,0,5.179,18.15,-43.54,1000,1.33,1.213,199,24.02,2.94,8.93,"2014-05-01","18:45:00",(14-05-01 18:45:00)
101,2014,121,1900,16.12,81.7,13,0,1.785,4.983,-39.24,1000,1.33,1.226,205.1,22.7,3.724,8.97,"2014-05-01","19:00:00",(14-05-01 19:00:00)
101,2014,121,1915,15.5,85.1,13.01,0,0.062,0.318,-25.47,1000,1.637,1.475,325.2,25.51,3.528,9.01,"2014-05-01","19:15:00",(14-05-01 19:15:00)
101,2014,121,1930,15.18,87.3,13.1,1.524,0,0.017,-17.3,1001,1.492,1.278,311.8,30.44,6.468,9.04,"2014-05-01","19:30:00",(14-05-01 19:30:00)
101,2014,121,1945,14.48,91.7,13.16,2.54,0,0.014,-27.48,1001,1.647,1.419,331,29.93,6.86,9.07,"2014-05-01","19:45:00",(14-05-01 19:45:00)
101,2014,121,2000,13.94,93.9,12.98,0,0,0.01,-42.66,1001,0.828,0.525,253.9,48.31,2.842,9.11,"2014-05-01","20:00:00",(14-05-01 20:00:00)
101,2014,121,2015,13.46,94.4,12.59,0,0,0.004,-20.28,1001,0.553,0.481,262.3,28.46,2.45,9.13,"2014-05-01","20:15:00",(14-05-01 20:15:00)
101,2014,121,2030,13.29,95,12.51,0,0,0,-9.5,1001,0.273,0.218,259.7,27.96,1.666,9.14,"2014-05-01","20:30:00",(14-05-01 20:30:00)
101,2014,121,2045,13.25,95.2,12.52,0,0,0.002,-18.62,1001,0.269,0.183,49.52,35.68,1.176,9.15,"2014-05-01","20:45:00",(14-05-01 20:45:00)
101,2014,121,2100,12.92,95.3,12.2,0,0,0,-46.26,1001,0.243,0.168,168.8,34.6,0.98,9.16,"2014-05-01","21:00:00",(14-05-01 21:00:00)
101,2014,121,2115,12.38,95.4,11.68,0,0,0,-46.74,1001,0.35,0.241,266.5,35.83,2.744,9.16,"2014-05-01","21:15:00",(14-05-01 21:15:00)
101,2014,121,2130,11.97,95.5,11.28,0,0,0,-48.7,1001,0.651,0.496,271.1,36.41,2.744,9.17,"2014-05-01","21:30:00",(14-05-01 21:30:00)
101,2014,121,2145,11.79,95.5,11.11,0,0,0,-49.07,1001,0.765,0.595,299.8,37.44,2.156,9.18,"2014-05-01","21:45:00",(14-05-01 21:45:00)
101,2014,121,2200,11.65,94.6,10.81,0,0,0.002,-46.45,1001,0.562,0.41,310.3,38.61,1.96,9.18,"2014-05-01","22:00:00",(14-05-01 22:00:00)
101,2014,121,2215,11.39,92.4,10.22,0,0,0.006,-46.01,1001,0.348,0.124,61.92,58.67,1.176,9.18,"2014-05-01","22:15:00",(14-05-01 22:15:00)
101,2014,121,2230,10.67,93.2,9.62,0,0,0.004,-42.13,1001,0.382,0.218,134,48.14,1.274,9.17,"2014-05-01","22:30:00",(14-05-01 22:30:00)
101,2014,121,2245,10.56,94.1,9.65,0,0,0.005,-37.89,1001,0.649,0.324,262.8,55.77,2.352,9.16,"2014-05-01","22:45:00",(14-05-01 22:45:00)
101,2014,121,2300,10.81,93.4,9.81,0,0,0.014,-20.3,1001,0.604,0.324,284,52.77,3.332,9.15,"2014-05-01","23:00:00",(14-05-01 23:00:00)
101,2014,121,2315,11.12,92,9.88,0,0,0.017,-9.64,1001,0.266,0.16,272.9,41.27,1.078,9.14,"2014-05-01","23:15:00",(14-05-01 23:15:00)
101,2014,121,2330,10.88,92.4,9.71,0,0,0.015,-2.275,1002,0.47,0.355,332,36.6,1.666,9.12,"2014-05-01","23:30:00",(14-05-01 23:30:00)
101,2014,121,2345,10.97,92.5,9.81,0,0,0.012,-15.03,1002,1.14,0.937,315.3,33.77,3.724,9.11,"2014-05-01","23:45:00",(14-05-01 23:45:00)
101,2014,121,2400,11.02,86.3,8.82,0,0,0.011,-31.79,1001,0.92,0.787,313.3,30.06,2.744,9.09,"2014-05-02","00:00:00",(14-05-02 00:00:00)
101,2014,122,15,10.72,83.9,8.11,0,0,0.013,-49.92,1001,0.658,0.315,277.4,57.07,3.038,9.08,"2014-05-02","00:15:00",(14-05-02 00:15:00)
101,2014,122,30,10.32,80.1,7.05,0,0,0.01,-57.99,1002,0.705,0.511,287.7,38.32,2.842,9.06,"2014-05-02","00:30:00",(14-05-02 00:30:00)
101,2014,122,45,9.96,77.8,6.278,0,0,0.01,-53.89,1002,0.635,0.411,265.5,42.79,2.744,9.04,"2014-05-02","00:45:00",(14-05-02 00:45:00)
101,2014,122,100,9.3,80.8,6.162,0,0,0.014,-59.49,1002,0.534,0.324,15.82,47.81,2.254,9.02,"2014-05-02","01:00:00",(14-05-02 01:00:00)
101,2014,122,115,8.18,89.6,6.581,0,0,0.023,-32.1,1002,0.721,0.69,59.51,16.43,1.47,9.01,"2014-05-02","01:15:00",(14-05-02 01:15:00)
101,2014,122,130,7.83,92.9,6.767,0,0,0.024,-19.92,1002,0.776,0.663,4.314,30.7,2.352,9,"2014-05-02","01:30:00",(14-05-02 01:30:00)
101,2014,122,145,8.1,91.8,6.852,0,0,0.026,-28.73,1002,0.509,0.404,340,35.15,1.862,8.99,"2014-05-02","01:45:00",(14-05-02 01:45:00)
101,2014,122,200,8.19,91.7,6.924,0.254,0,0.026,-25.98,1002,0.387,0.247,28.71,42.64,2.058,8.97,"2014-05-02","02:00:00",(14-05-02 02:00:00)
101,2014,122,215,8.12,92.3,6.958,0,0,0.03,-47.1,1001,0.37,0.268,5.99,36.06,1.666,8.96,"2014-05-02","02:15:00",(14-05-02 02:15:00)
101,2014,122,230,7.97,91.5,6.675,0,0,0.032,-54.42,1001,0.418,0.294,55.59,40.67,1.764,8.95,"2014-05-02","02:30:00",(14-05-02 02:30:00)
101,2014,122,245,7.5,92.2,6.328,0,0,0.03,-47.91,1001,0.264,0.14,36.17,43.18,1.568,8.93,"2014-05-02","02:45:00",(14-05-02 02:45:00)
101,2014,122,300,6.969,93,5.928,0,0,0.039,-47.62,1001,0.585,0.52,55.23,26,1.274,8.91,"2014-05-02","03:00:00",(14-05-02 03:00:00)
101,2014,122,315,6.571,93.7,5.629,0,0,0.036,-30.77,1001,0.341,0.315,77.2,19.99,0.882,8.9,"2014-05-02","03:15:00",(14-05-02 03:15:00)
101,2014,122,330,6.377,94.4,5.544,0,0,0.04,-47.84,1001,0.629,0.62,73.4,9.38,0.98,8.88,"2014-05-02","03:30:00",(14-05-02 03:30:00)
101,2014,122,345,6.062,94.8,5.293,0,0,0.04,-38.24,1001,0.674,0.568,49.71,31.98,1.078,8.86,"2014-05-02","03:45:00",(14-05-02 03:45:00)
101,2014,122,400,5.803,95,5.075,0,0,0.037,-33.96,1001,0.926,0.768,61.05,33.41,1.568,8.85,"2014-05-02","04:00:00",(14-05-02 04:00:00)
101,2014,122,415,5.648,95.2,4.946,0,0,0.061,-45.21,1001,0.809,0.574,71,43.67,1.568,8.83,"2014-05-02","04:15:00",(14-05-02 04:15:00)
101,2014,122,430,5.48,95.2,4.779,0,0.058,0.365,-18.79,1001,0.815,0.803,66.62,9.72,1.274,8.81,"2014-05-02","04:30:00",(14-05-02 04:30:00)
101,2014,122,445,5.34,95.3,4.651,0,1.418,3.565,-18.73,1001,0.817,0.803,69.13,10.44,1.274,8.8,"2014-05-02","04:45:00",(14-05-02 04:45:00)
101,2014,122,500,5.37,95.4,4.702,0,7.69,17.44,-25,1001,0.581,0.506,70.3,28.39,1.568,8.78,"2014-05-02","05:00:00",(14-05-02 05:00:00)
101,2014,122,515,5.565,95.5,4.908,0,20.51,40.11,-8.34,1001,0.52,0.33,61.76,46.73,2.058,8.75,"2014-05-02","05:15:00",(14-05-02 05:15:00)
101,2014,122,530,5.955,95.2,5.249,0,30.81,62.83,-14.22,1001,0.4,0.28,12,41.98,1.47,8.73,"2014-05-02","05:30:00",(14-05-02 05:30:00)
101,2014,122,545,6.363,93.9,5.46,0,37.57,75.7,-11.96,1001,0.149,0.056,20.22,44.29,1.078,8.71,"2014-05-02","05:45:00",(14-05-02 05:45:00)
101,2014,122,600,6.957,93.6,5.999,0,109.3,196.7,8.85,1001,0.135,0.087,349.6,31.49,0.784,8.69,"2014-05-02","06:00:00",(14-05-02 06:00:00)
101,2014,122,615,7.66,92.2,6.483,0,106.5,220.4,9.35,1001,0.358,0.259,219.5,39.98,0.784,8.66,"2014-05-02","06:15:00",(14-05-02 06:15:00)
101,2014,122,630,8.46,87.1,6.431,0,147,287.2,19.92,1001,0.214,0.2,262,15.09,0.98,8.64,"2014-05-02","06:30:00",(14-05-02 06:30:00)
101,2014,122,645,8.78,74.9,4.576,0,135.6,280.2,1.961,1001,0.402,0.363,235.4,22.22,1.078,8.62,"2014-05-02","06:45:00",(14-05-02 06:45:00)
101,2014,122,700,8.97,72.9,4.367,0,156.3,328.2,12.59,1001,0.699,0.663,240.2,18.51,1.47,8.6,"2014-05-02","07:00:00",(14-05-02 07:00:00)
101,2014,122,715,9.25,72.3,4.524,0,179,373,22.23,1001,0.7,0.653,244.2,19.56,1.47,8.59,"2014-05-02","07:15:00",(14-05-02 07:15:00)
101,2014,122,730,9.47,74.1,5.108,0,192.5,404.6,39.13,1001,0.941,0.875,242.1,21.36,2.352,8.57,"2014-05-02","07:30:00",(14-05-02 07:30:00)
101,2014,122,745,9.78,74.5,5.477,0,220.9,468.4,53.14,1002,1.043,0.98,252.5,19.59,2.842,8.56,"2014-05-02","07:45:00",(14-05-02 07:45:00)
101,2014,122,800,10.38,72.2,5.578,0,361,752,116.5,1001,1.43,1.341,242.3,20.22,4.018,8.55,"2014-05-02","08:00:00",(14-05-02 08:00:00)
101,2014,122,815,11.1,66.72,5.136,0,501.3,1025,195.7,1002,1.576,1.437,240.3,24.03,3.724,8.55,"2014-05-02","08:15:00",(14-05-02 08:15:00)
101,2014,122,830,11.75,62.99,4.929,0,613.9,1246,298.6,1002,1.643,1.536,241.1,20.5,5.096,8.54,"2014-05-02","08:30:00",(14-05-02 08:30:00)
101,2014,122,845,12.03,58.51,4.149,0,652.9,1354,375.8,1002,2.379,2.175,247.3,23.74,4.704,8.54,"2014-05-02","08:45:00",(14-05-02 08:45:00)
101,2014,122,900,12.52,58.25,4.542,0,690.1,1429,396.6,1002,1.975,1.724,240.7,28.86,5.194,8.55,"2014-05-02","09:00:00",(14-05-02 09:00:00)
101,2014,122,915,12.89,57.49,4.702,0,723,1495,418.7,1002,2.248,2.041,238.9,24.59,4.802,8.56,"2014-05-02","09:15:00",(14-05-02 09:15:00)
101,2014,122,930,13.21,54.93,4.34,0,758,1568,453.2,1002,2.601,2.464,229.7,18.59,5.096,8.57,"2014-05-02","09:30:00",(14-05-02 09:30:00)
101,2014,122,945,13.6,53.02,4.201,0,804,1660,486.7,1002,2.457,2.092,235.1,31.2,6.174,8.59,"2014-05-02","09:45:00",(14-05-02 09:45:00)
101,2014,122,1000,14.34,49.98,4.052,0,952,1951,617.4,1002,3.214,2.888,241.3,25.78,6.762,8.62,"2014-05-02","10:00:00",(14-05-02 10:00:00)
101,2014,122,1015,13.89,49.74,3.566,0,605.5,1266,385.8,1002,2.448,2.05,236.3,32.67,5.88,8.66,"2014-05-02","10:15:00",(14-05-02 10:15:00)
101,2014,122,1030,13.58,50.76,3.577,0,284.8,616.7,157.7,1002,2.203,1.881,238.4,30.99,4.606,8.7,"2014-05-02","10:30:00",(14-05-02 10:30:00)
101,2014,122,1045,14.52,49.27,4.009,0,817,1724,548.9,1001,2.326,2.007,231.7,30.01,8.53,8.75,"2014-05-02","10:45:00",(14-05-02 10:45:00)
101,2014,122,1100,14.91,45.42,3.207,0,651.8,1368,407.8,1001,3.222,2.952,238,23.47,7.06,8.8,"2014-05-02","11:00:00",(14-05-02 11:00:00)
101,2014,122,1115,14.69,46.93,3.479,0,691.3,1445,443.7,1001,2.998,2.787,239.7,21.44,7.55,8.86,"2014-05-02","11:15:00",(14-05-02 11:15:00)
101,2014,122,1130,14.29,46.83,3.08,0,231.5,506.2,125.6,1001,2.675,2.309,236.8,29.94,5.39,8.93,"2014-05-02","11:30:00",(14-05-02 11:30:00)
101,2014,122,1145,13.28,51.85,3.594,0,110.1,240.7,-22.28,1001,1.638,1.47,218.1,25.96,4.508,9,"2014-05-02","11:45:00",(14-05-02 11:45:00)
101,2014,122,1200,12.97,54.26,3.953,0,103.7,227.2,-35.6,1001,1.8,1.602,232.6,26.91,4.312,9.06,"2014-05-02","12:00:00",(14-05-02 12:00:00)
101,2014,122,1215,13.07,53.15,3.752,0,120.6,266.6,22.51,1001,2.108,1.997,236.4,18.54,5.88,9.14,"2014-05-02","12:15:00",(14-05-02 12:15:00)
101,2014,122,1230,13.39,51.93,3.722,0,194.8,422.5,99.9,1001,1.628,1.501,253.2,22.6,3.92,9.21,"2014-05-02","12:30:00",(14-05-02 12:30:00)
101,2014,122,1245,14.17,50.23,3.958,0,332.4,709,201.8,1001,1.473,1.301,244.7,27.64,3.234,9.28,"2014-05-02","12:45:00",(14-05-02 12:45:00)
101,2014,122,1300,13.8,50.06,3.576,0,106.9,235.4,47.02,1001,1.391,1.067,248.1,39.06,3.234,9.35,"2014-05-02","13:00:00",(14-05-02 13:00:00)
101,2014,122,1315,13.6,49.08,3.121,0,84.5,187.8,23.9,1001,1.236,1.117,277.2,24.97,4.116,9.41,"2014-05-02","13:15:00",(14-05-02 13:15:00)
101,2014,122,1330,13.73,50.23,3.562,0,214.8,462.6,116.4,1001,1.421,1.339,279.1,19.27,3.528,9.46,"2014-05-02","13:30:00",(14-05-02 13:30:00)
101,2014,122,1345,14.36,47.44,3.331,0,226.1,481.5,128.5,1001,1.73,1.585,293.7,23.39,5.292,9.5,"2014-05-02","13:45:00",(14-05-02 13:45:00)
101,2014,122,1400,13.81,48.29,3.072,0,262.2,563.4,152.4,1001,2.937,2.602,301.9,27.37,8.53,9.55,"2014-05-02","14:00:00",(14-05-02 14:00:00)
101,2014,122,1415,13.44,51.46,3.637,0,288.7,613,162.1,1001,2.427,2.146,307.7,27.55,5.586,9.59,"2014-05-02","14:15:00",(14-05-02 14:15:00)
101,2014,122,1430,13.8,51.39,3.957,0,357.7,748,209.1,1001,1.98,1.837,296.7,21.48,5.39,9.62,"2014-05-02","14:30:00",(14-05-02 14:30:00)
101,2014,122,1445,14.7,48.52,3.967,0,375.2,791,223.7,1001,1.437,1.106,287.4,38.54,4.41,9.65,"2014-05-02","14:45:00",(14-05-02 14:45:00)
