STATION_NAME,DATE,YEAR,EVAP,MDPR,DAPR,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS,WT09,WT14,WT07,WT01,WT06,WT05,WT11,WT04,WT16,WT08,WT18,WT03
AMHERST MA US,19200301,1920,NA,NA,NA,0,NA,0,28,-144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200302,1920,NA,NA,NA,0,NA,0,-17,-183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200303,1920,NA,NA,NA,0,NA,0,67,-133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200304,1920,NA,NA,NA,0,NA,0,78,-44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200305,1920,NA,NA,NA,229,NA,0,67,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200306,1920,NA,NA,NA,0,NA,0,56,-117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200307,1920,NA,NA,NA,0,NA,0,-44,-144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200308,1920,NA,NA,NA,0,NA,0,-22,-156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200309,1920,NA,NA,NA,0,NA,0,33,-100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200310,1920,NA,NA,NA,0,NA,0,78,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200311,1920,NA,NA,NA,8,NA,0,56,-44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200312,1920,NA,NA,NA,20,NA,0,72,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200313,1920,NA,NA,NA,203,NA,0,61,-61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200314,1920,NA,NA,NA,0,NA,0,-44,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200315,1920,NA,NA,NA,0,NA,0,56,-94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200316,1920,NA,NA,NA,0,NA,0,67,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200317,1920,NA,NA,NA,3,NA,0,56,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200318,1920,NA,NA,NA,0,NA,0,33,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200319,1920,NA,NA,NA,64,NA,51,11,-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200320,1920,NA,NA,NA,112,NA,97,11,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200321,1920,NA,NA,NA,0,NA,0,89,-56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200322,1920,NA,NA,NA,0,NA,0,106,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200323,1920,NA,NA,NA,0,NA,0,183,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200324,1920,NA,NA,NA,0,NA,0,200,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200325,1920,NA,NA,NA,0,NA,0,211,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200326,1920,NA,NA,NA,56,NA,0,139,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200327,1920,NA,NA,NA,8,NA,0,106,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200328,1920,NA,NA,NA,0,NA,0,189,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200329,1920,NA,NA,NA,33,NA,0,94,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200330,1920,NA,NA,NA,3,NA,0,111,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200331,1920,NA,NA,NA,0,NA,0,156,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200401,1920,NA,NA,NA,0,NA,0,156,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200402,1920,NA,NA,NA,0,NA,0,33,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200403,1920,NA,NA,NA,0,NA,0,156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200404,1920,NA,NA,NA,107,NA,0,67,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200405,1920,NA,NA,NA,132,NA,0,44,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200406,1920,NA,NA,NA,0,NA,0,33,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200407,1920,NA,NA,NA,41,NA,38,50,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200408,1920,NA,NA,NA,0,NA,0,17,-44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200409,1920,NA,NA,NA,0,NA,0,33,-56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200410,1920,NA,NA,NA,0,NA,0,122,-56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200411,1920,NA,NA,NA,0,NA,0,111,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200412,1920,NA,NA,NA,112,NA,0,111,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200413,1920,NA,NA,NA,218,NA,0,128,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200414,1920,NA,NA,NA,0,NA,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200415,1920,NA,NA,NA,5,NA,0,144,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200416,1920,NA,NA,NA,0,NA,0,122,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200417,1920,NA,NA,NA,0,NA,0,139,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200418,1920,NA,NA,NA,0,NA,0,144,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200419,1920,NA,NA,NA,0,NA,0,200,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200420,1920,NA,NA,NA,0,NA,0,233,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200421,1920,NA,NA,NA,114,NA,0,106,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200422,1920,NA,NA,NA,0,NA,0,144,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200423,1920,NA,NA,NA,112,NA,0,117,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200424,1920,NA,NA,NA,20,NA,0,106,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200425,1920,NA,NA,NA,0,NA,0,133,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200426,1920,NA,NA,NA,0,NA,0,178,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200427,1920,NA,NA,NA,71,NA,0,111,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200428,1920,NA,NA,NA,262,NA,0,94,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200429,1920,NA,NA,NA,3,NA,0,133,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200430,1920,NA,NA,NA,0,NA,0,156,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200501,1920,NA,NA,NA,0,NA,NA,133,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200502,1920,NA,NA,NA,8,NA,NA,117,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200503,1920,NA,NA,NA,0,NA,NA,122,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200504,1920,NA,NA,NA,76,NA,NA,150,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200505,1920,NA,NA,NA,0,NA,NA,172,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200506,1920,NA,NA,NA,0,NA,NA,206,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200507,1920,NA,NA,NA,0,NA,NA,189,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200508,1920,NA,NA,NA,229,NA,NA,111,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200509,1920,NA,NA,NA,20,NA,NA,200,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200510,1920,NA,NA,NA,0,NA,NA,183,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200511,1920,NA,NA,NA,18,NA,NA,111,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200512,1920,NA,NA,NA,0,NA,NA,189,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200513,1920,NA,NA,NA,13,NA,NA,167,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200514,1920,NA,NA,NA,201,NA,NA,122,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200515,1920,NA,NA,NA,0,NA,NA,167,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200516,1920,NA,NA,NA,0,NA,NA,217,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200517,1920,NA,NA,NA,0,NA,NA,250,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200518,1920,NA,NA,NA,0,NA,NA,233,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200519,1920,NA,NA,NA,0,NA,NA,256,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200520,1920,NA,NA,NA,41,NA,NA,233,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200521,1920,NA,NA,NA,290,NA,NA,156,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200522,1920,NA,NA,NA,33,NA,NA,139,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200523,1920,NA,NA,NA,0,NA,NA,156,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200524,1920,NA,NA,NA,0,NA,NA,189,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200525,1920,NA,NA,NA,0,NA,NA,211,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200526,1920,NA,NA,NA,0,NA,NA,244,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200527,1920,NA,NA,NA,0,NA,NA,278,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200528,1920,NA,NA,NA,0,NA,NA,289,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200529,1920,NA,NA,NA,0,NA,NA,250,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200530,1920,NA,NA,NA,0,NA,NA,256,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200531,1920,NA,NA,NA,0,NA,NA,250,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200601,1920,NA,NA,NA,0,NA,NA,294,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200602,1920,NA,NA,NA,0,NA,NA,311,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200603,1920,NA,NA,NA,10,NA,NA,256,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200604,1920,NA,NA,NA,0,NA,NA,200,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200605,1920,NA,NA,NA,155,NA,NA,144,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200606,1920,NA,NA,NA,43,NA,NA,172,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200607,1920,NA,NA,NA,0,NA,NA,172,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200608,1920,NA,NA,NA,0,NA,NA,178,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200609,1920,NA,NA,NA,0,NA,NA,256,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200610,1920,NA,NA,NA,0,NA,NA,283,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200611,1920,NA,NA,NA,0,NA,NA,311,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200612,1920,NA,NA,NA,0,NA,NA,267,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200613,1920,NA,NA,NA,38,NA,NA,172,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200614,1920,NA,NA,NA,0,NA,NA,289,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200615,1920,NA,NA,NA,81,NA,NA,278,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200616,1920,NA,NA,NA,36,NA,NA,239,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200617,1920,NA,NA,NA,625,NA,NA,156,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200618,1920,NA,NA,NA,91,NA,NA,122,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200619,1920,NA,NA,NA,0,NA,NA,217,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200620,1920,NA,NA,NA,0,NA,NA,244,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200621,1920,NA,NA,NA,89,NA,NA,161,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200622,1920,NA,NA,NA,15,NA,NA,239,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200623,1920,NA,NA,NA,0,NA,NA,261,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200624,1920,NA,NA,NA,0,NA,NA,267,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200625,1920,NA,NA,NA,0,NA,NA,278,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200626,1920,NA,NA,NA,0,NA,NA,289,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200627,1920,NA,NA,NA,0,NA,NA,311,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200628,1920,NA,NA,NA,0,NA,NA,289,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200629,1920,NA,NA,NA,356,NA,NA,289,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200630,1920,NA,NA,NA,51,NA,NA,278,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200701,1920,NA,NA,NA,0,NA,NA,267,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200702,1920,NA,NA,NA,0,NA,NA,267,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200703,1920,NA,NA,NA,91,NA,NA,189,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200704,1920,NA,NA,NA,0,NA,NA,217,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200705,1920,NA,NA,NA,0,NA,NA,233,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200706,1920,NA,NA,NA,0,NA,NA,278,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200707,1920,NA,NA,NA,0,NA,NA,278,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200708,1920,NA,NA,NA,0,NA,NA,267,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200709,1920,NA,NA,NA,3,NA,NA,278,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200710,1920,NA,NA,NA,0,NA,NA,289,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200711,1920,NA,NA,NA,0,NA,NA,300,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200712,1920,NA,NA,NA,61,NA,NA,278,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200713,1920,NA,NA,NA,0,NA,NA,311,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200714,1920,NA,NA,NA,0,NA,NA,294,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200715,1920,NA,NA,NA,8,NA,NA,267,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200716,1920,NA,NA,NA,0,NA,NA,239,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200717,1920,NA,NA,NA,0,NA,NA,233,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200718,1920,NA,NA,NA,23,NA,NA,256,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200719,1920,NA,NA,NA,86,NA,NA,278,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200720,1920,NA,NA,NA,0,NA,NA,272,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200721,1920,NA,NA,NA,0,NA,NA,278,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200722,1920,NA,NA,NA,0,NA,NA,300,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200723,1920,NA,NA,NA,86,NA,NA,278,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200724,1920,NA,NA,NA,51,NA,NA,278,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200725,1920,NA,NA,NA,0,NA,NA,222,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200726,1920,NA,NA,NA,0,NA,NA,222,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200727,1920,NA,NA,NA,0,NA,NA,278,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200728,1920,NA,NA,NA,0,NA,NA,300,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200729,1920,NA,NA,NA,0,NA,NA,283,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200730,1920,NA,NA,NA,5,NA,NA,261,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200731,1920,NA,NA,NA,109,NA,NA,289,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200801,1920,NA,NA,NA,10,NA,NA,250,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200802,1920,NA,NA,NA,3,NA,NA,250,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200803,1920,NA,NA,NA,0,NA,NA,267,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200804,1920,NA,NA,NA,0,NA,NA,267,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200805,1920,NA,NA,NA,0,NA,NA,300,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200806,1920,NA,NA,NA,0,NA,NA,283,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200807,1920,NA,NA,NA,5,NA,NA,267,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200808,1920,NA,NA,NA,0,NA,NA,333,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200809,1920,NA,NA,NA,0,NA,NA,322,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200810,1920,NA,NA,NA,165,NA,NA,300,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200811,1920,NA,NA,NA,249,NA,NA,300,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200812,1920,NA,NA,NA,0,NA,NA,300,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200813,1920,NA,NA,NA,53,NA,NA,278,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200814,1920,NA,NA,NA,140,NA,NA,278,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200815,1920,NA,NA,NA,10,NA,NA,256,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200816,1920,NA,NA,NA,165,NA,NA,278,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200817,1920,NA,NA,NA,0,NA,NA,322,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200818,1920,NA,NA,NA,71,NA,NA,244,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200819,1920,NA,NA,NA,5,NA,NA,256,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200820,1920,NA,NA,NA,0,NA,NA,256,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200821,1920,NA,NA,NA,8,NA,NA,278,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200822,1920,NA,NA,NA,0,NA,NA,311,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200823,1920,NA,NA,NA,0,NA,NA,250,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200824,1920,NA,NA,NA,0,NA,NA,278,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200825,1920,NA,NA,NA,0,NA,NA,272,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200826,1920,NA,NA,NA,0,NA,NA,289,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200827,1920,NA,NA,NA,0,NA,NA,300,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200828,1920,NA,NA,NA,0,NA,NA,294,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200829,1920,NA,NA,NA,3,NA,NA,267,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,19200830,1920,NA,NA,NA,3,NA,NA,289,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
