STATION_NAME,DATE,YEAR,EVAP,MDPR,DAPR,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS,WT09,WT14,WT07,WT01,WT06,WT05,WT11,WT04,WT16,WT08,WT18,WT03
AMHERST MA US,18930101,1893,NA,NA,NA,0,NA,0,67,-61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930102,1893,NA,NA,NA,546,NA,13,128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930103,1893,NA,NA,NA,0,NA,0,-6,-122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930104,1893,NA,NA,NA,0,NA,0,-61,-156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930105,1893,NA,NA,NA,0,NA,0,-39,-94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930106,1893,NA,NA,NA,10,NA,38,-56,-117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930107,1893,NA,NA,NA,0,NA,0,-33,-144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930108,1893,NA,NA,NA,0,NA,0,-44,-128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930109,1893,1143,NA,NA,NA,NA,127,-28,-161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930110,1893,NA,NA,NA,0,NA,0,-44,-189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930111,1893,NA,NA,NA,0,NA,0,-122,-211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930112,1893,NA,NA,NA,NA,NA,0,-106,-200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930113,1893,NA,NA,NA,0,NA,0,-94,-167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930114,1893,127,NA,NA,NA,NA,13,-67,-194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930115,1893,NA,NA,NA,0,NA,0,-78,-144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930116,1893,NA,NA,NA,0,NA,0,-89,-206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930117,1893,NA,NA,NA,0,NA,0,-78,-239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930118,1893,NA,NA,NA,0,NA,0,-67,-228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930119,1893,NA,NA,NA,NA,NA,0,-50,-189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930120,1893,NA,NA,NA,0,NA,0,-61,-206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930121,1893,NA,NA,NA,0,NA,0,-39,-178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930122,1893,NA,NA,NA,0,NA,0,-50,-206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930123,1893,NA,NA,NA,0,NA,0,-17,-161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930124,1893,NA,NA,NA,0,NA,0,22,-56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930125,1893,508,NA,NA,NA,NA,51,39,-56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930126,1893,NA,NA,NA,0,NA,0,28,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930127,1893,NA,NA,NA,0,NA,0,17,-100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930128,1893,NA,NA,NA,0,NA,0,-50,-122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930129,1893,NA,NA,NA,84,NA,0,28,-94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930130,1893,279,NA,NA,NA,NA,76,44,-44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930131,1893,NA,NA,NA,0,NA,0,22,-44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930201,1893,NA,NA,NA,NA,NA,0,-22,-89,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930202,1893,NA,NA,NA,NA,NA,0,11,-56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
AMHERST MA US,18930203,1893,NA,NA,NA,117,NA,25,11,-67,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930204,1893,NA,NA,NA,NA,NA,0,-11,-161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930205,1893,NA,NA,NA,NA,NA,0,-89,-206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930206,1893,NA,NA,NA,NA,NA,0,56,-206,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA
AMHERST MA US,18930207,1893,NA,NA,NA,175,NA,51,67,-100,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA
AMHERST MA US,18930208,1893,NA,NA,NA,NA,NA,0,-67,-144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930209,1893,NA,NA,NA,NA,NA,0,-6,-156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930210,1893,NA,NA,NA,259,NA,25,89,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930211,1893,NA,NA,NA,NA,NA,0,39,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930212,1893,NA,NA,NA,NA,NA,0,28,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930213,1893,NA,NA,NA,NA,NA,0,11,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
AMHERST MA US,18930214,1893,NA,NA,NA,302,NA,229,78,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930215,1893,NA,NA,NA,NA,NA,0,106,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930216,1893,NA,NA,NA,NA,NA,0,39,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930217,1893,NA,NA,NA,NA,NA,0,-6,-150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930218,1893,NA,NA,NA,109,NA,127,-28,-128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
AMHERST MA US,18930219,1893,NA,NA,NA,NA,NA,0,0,-128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930220,1893,NA,NA,NA,64,NA,38,6,-161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930221,1893,NA,NA,NA,NA,NA,0,-33,-167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930222,1893,NA,NA,NA,218,NA,229,-28,-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
AMHERST MA US,18930223,1893,NA,NA,NA,NA,NA,0,11,-100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930224,1893,NA,NA,NA,33,NA,51,-6,-106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930225,1893,NA,NA,NA,41,NA,38,22,-167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930226,1893,NA,NA,NA,NA,NA,0,0,-122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930227,1893,NA,NA,NA,NA,NA,0,6,-111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930228,1893,NA,NA,NA,104,NA,102,0,-150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930301,1893,NA,NA,NA,NA,NA,0,22,-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930302,1893,NA,NA,NA,NA,NA,0,-6,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930303,1893,NA,NA,NA,NA,NA,0,17,-150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930304,1893,NA,NA,NA,20,NA,13,17,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930305,1893,NA,NA,NA,NA,NA,0,-33,-133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930306,1893,NA,NA,NA,NA,NA,0,11,-139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930307,1893,NA,NA,NA,NA,NA,0,78,-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930308,1893,NA,NA,NA,NA,NA,0,78,-100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930309,1893,NA,NA,NA,191,NA,0,67,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930310,1893,NA,NA,NA,NA,NA,0,67,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930311,1893,NA,NA,NA,NA,NA,0,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930312,1893,NA,NA,NA,246,NA,0,83,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930313,1893,NA,NA,NA,NA,NA,0,94,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930314,1893,NA,NA,NA,NA,NA,0,106,-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930315,1893,NA,NA,NA,279,NA,0,56,-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930316,1893,NA,NA,NA,NA,NA,0,-33,-117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930317,1893,NA,NA,NA,NA,NA,0,28,-111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930318,1893,NA,NA,NA,NA,NA,0,11,-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930319,1893,NA,NA,NA,NA,NA,0,17,-122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930320,1893,NA,NA,NA,NA,NA,0,50,-94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930321,1893,NA,NA,NA,15,NA,0,72,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930322,1893,NA,NA,NA,NA,NA,0,61,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930323,1893,NA,NA,NA,NA,NA,0,17,-50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930324,1893,NA,NA,NA,51,NA,38,61,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930325,1893,NA,NA,NA,NA,NA,0,78,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930326,1893,NA,NA,NA,NA,NA,0,72,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930327,1893,NA,NA,NA,NA,NA,0,61,-56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930328,1893,NA,NA,NA,NA,NA,0,11,-56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930329,1893,NA,NA,NA,NA,NA,0,56,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930330,1893,NA,NA,NA,23,NA,0,78,-44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930331,1893,NA,NA,NA,NA,NA,0,28,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930401,1893,NA,NA,NA,NA,NA,0,189,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930402,1893,NA,NA,NA,NA,NA,0,100,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930403,1893,NA,NA,NA,NA,NA,0,94,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930404,1893,NA,NA,NA,3,NA,0,172,44,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930405,1893,NA,NA,NA,NA,NA,0,117,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930406,1893,NA,NA,NA,64,NA,51,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930407,1893,NA,NA,NA,76,NA,76,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
AMHERST MA US,18930408,1893,NA,NA,NA,254,NA,0,83,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930409,1893,NA,NA,NA,NA,NA,0,128,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930410,1893,NA,NA,NA,NA,NA,0,100,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930411,1893,NA,NA,NA,NA,NA,0,150,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930412,1893,NA,NA,NA,NA,NA,0,167,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930413,1893,NA,NA,NA,NA,NA,0,106,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930414,1893,NA,NA,NA,NA,NA,0,183,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930415,1893,NA,NA,NA,157,NA,0,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930416,1893,NA,NA,NA,NA,NA,0,89,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930417,1893,NA,NA,NA,NA,NA,0,94,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930418,1893,NA,NA,NA,NA,NA,0,117,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930419,1893,NA,NA,NA,NA,NA,0,128,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930420,1893,NA,NA,NA,NA,NA,0,61,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930421,1893,NA,NA,NA,264,NA,25,133,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930422,1893,NA,NA,NA,NA,NA,0,161,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930423,1893,NA,NA,NA,NA,NA,0,128,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930424,1893,NA,NA,NA,NA,NA,0,144,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930425,1893,NA,NA,NA,8,NA,0,128,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930426,1893,NA,NA,NA,NA,NA,0,128,-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930427,1893,NA,NA,NA,56,NA,0,67,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930428,1893,NA,NA,NA,NA,NA,0,189,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930429,1893,NA,NA,NA,NA,NA,0,172,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930430,1893,NA,NA,NA,NA,NA,0,183,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930501,1893,NA,NA,NA,135,NA,NA,111,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930502,1893,NA,NA,NA,64,NA,NA,183,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930503,1893,NA,NA,NA,NA,NA,NA,111,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930504,1893,NA,NA,NA,480,NA,NA,100,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930505,1893,NA,NA,NA,36,NA,NA,139,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930506,1893,NA,NA,NA,3,NA,NA,150,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930507,1893,NA,NA,NA,NA,NA,NA,144,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930508,1893,NA,NA,NA,NA,NA,NA,194,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930509,1893,NA,NA,NA,NA,NA,NA,222,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930510,1893,NA,NA,NA,NA,NA,NA,261,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930511,1893,NA,NA,NA,NA,NA,NA,283,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930512,1893,NA,NA,NA,NA,NA,NA,278,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930513,1893,NA,NA,NA,20,NA,NA,167,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930514,1893,NA,NA,NA,NA,NA,NA,194,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930515,1893,NA,NA,NA,NA,NA,NA,239,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930516,1893,NA,NA,NA,NA,NA,NA,178,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930517,1893,NA,NA,NA,201,NA,NA,189,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930518,1893,NA,NA,NA,NA,NA,NA,167,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930519,1893,NA,NA,NA,NA,NA,NA,150,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930520,1893,NA,NA,NA,NA,NA,NA,228,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930521,1893,NA,NA,NA,NA,NA,NA,272,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930522,1893,NA,NA,NA,NA,NA,NA,256,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930523,1893,NA,NA,NA,56,NA,NA,294,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930524,1893,NA,NA,NA,NA,NA,NA,206,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930525,1893,NA,NA,NA,NA,NA,NA,228,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930526,1893,NA,NA,NA,NA,NA,NA,189,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930527,1893,NA,NA,NA,NA,NA,NA,167,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930528,1893,NA,NA,NA,8,NA,NA,178,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930529,1893,NA,NA,NA,NA,NA,NA,194,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930530,1893,NA,NA,NA,NA,NA,NA,228,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930531,1893,NA,NA,NA,84,NA,NA,211,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930601,1893,NA,NA,NA,NA,NA,NA,233,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930602,1893,NA,NA,NA,NA,NA,NA,244,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930603,1893,NA,NA,NA,NA,NA,NA,256,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930604,1893,NA,NA,NA,76,NA,NA,233,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930605,1893,NA,NA,NA,NA,NA,NA,300,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930606,1893,NA,NA,NA,51,NA,NA,311,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930607,1893,NA,NA,NA,NA,NA,NA,244,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930608,1893,NA,NA,NA,NA,NA,NA,250,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930609,1893,NA,NA,NA,NA,NA,NA,267,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930610,1893,NA,NA,NA,NA,NA,NA,283,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930611,1893,NA,NA,NA,NA,NA,NA,306,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930612,1893,NA,NA,NA,NA,NA,NA,261,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930613,1893,NA,NA,NA,NA,NA,NA,239,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930614,1893,NA,NA,NA,NA,NA,NA,272,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930615,1893,NA,NA,NA,NA,NA,NA,311,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930616,1893,NA,NA,NA,NA,NA,NA,228,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930617,1893,NA,NA,NA,NA,NA,NA,161,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930618,1893,NA,NA,NA,117,NA,NA,289,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930619,1893,NA,NA,NA,NA,NA,NA,300,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930620,1893,NA,NA,NA,NA,NA,NA,328,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930621,1893,NA,NA,NA,NA,NA,NA,317,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930622,1893,NA,NA,NA,NA,NA,NA,244,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930623,1893,NA,NA,NA,368,NA,NA,200,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930624,1893,NA,NA,NA,NA,NA,NA,239,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930625,1893,NA,NA,NA,NA,NA,NA,239,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930626,1893,NA,NA,NA,132,NA,NA,161,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
AMHERST MA US,18930627,1893,NA,NA,NA,NA,NA,NA,183,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930628,1893,NA,NA,NA,NA,NA,NA,228,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930629,1893,NA,NA,NA,NA,NA,NA,250,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMHERST MA US,18930630,1893,NA,NA,NA,94,NA,NA,261,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
